"emp_no","last_name","first_name","hire_date"
70259,"Heydon","Udaiprakash","1986-03-08"
493633,"Papsdorf","Ramya","1986-07-13"
448286,"Crouzet","Radhia","1986-07-17"
91658,"Vernadat","Toshimi","1986-01-25"
453665,"Matzke","Gal","1986-09-25"
68510,"Baak","Heping","1986-01-11"
467732,"Azadmanesh","Goo","1986-07-16"
473460,"Hebden","Susanna","1986-04-30"
262206,"Ossenbruggen","Breannda","1986-04-08"
11716,"Leijenhorst","Anneli","1986-04-17"
210079,"Gustavson","Junsik","1986-02-01"
103525,"Itzigehl","Mohammad","1986-11-04"
439708,"Merel","Shaz","1986-08-07"
70451,"Zeilberger","Mary","1986-01-15"
39875,"Magliocco","Jaideep","1986-05-18"
277222,"Codenie","Nikolaos","1986-12-15"
296430,"Servieres","Berto","1986-09-16"
475687,"Anandan","Aimee","1986-09-03"
48454,"Krogh","Brendon","1986-08-02"
490816,"Zielinski","Danny","1986-01-30"
469810,"Dulay","Arch","1986-03-15"
214848,"Roccetti","Byong","1986-10-25"
443537,"Zaiane","Chenxi","1986-11-07"
225881,"Parfitt","Gianluca","1986-07-25"
61116,"Lichtner","Huei","1986-06-16"
227487,"Nishimukai","Bodo","1986-06-07"
400013,"Sooriamurthi","Jayesh","1986-06-09"
465749,"Braunschweig","Kolar","1986-02-08"
498983,"Kaiserswerth","Eben","1986-08-03"
82913,"Gammage","Luerbio","1986-01-31"
293678,"Nishimukai","Ziya","1986-04-12"
80243,"Facello","Remzi","1986-10-12"
462484,"Masamoto","Ronghao","1986-07-05"
70679,"Hagimont","Aluzio","1986-03-20"
51905,"Fargier","DAIDA","1986-02-03"
466737,"Solares","Elvis","1986-10-30"
205777,"Ghandeharizadeh","Aral","1986-01-13"
405614,"Irland","Rutger","1986-11-26"
465356,"Rajaraman","Apostol","1986-02-17"
487732,"Iisaku","Masami","1986-02-02"
69214,"McDermid","Sanjit","1986-03-25"
32777,"Fortenbacher","Manu","1986-02-20"
437610,"Hempstead","Hugo","1986-09-01"
238134,"Snedden","Munehiro","1986-06-24"
498650,"Danley","Jaques","1986-05-12"
462571,"Katalagarianos","Rosita","1986-12-20"
50164,"Zlotek","Boriana","1986-06-09"
463616,"Encarnacion","Bernt","1986-03-23"
237196,"England","Abdelkader","1986-05-10"
284056,"Ambroszkiewicz","Tze","1986-05-27"
42162,"Ranum","Noritoshi","1986-05-02"
36512,"Thibadeau","Manton","1986-03-06"
40145,"Fendler","Valter","1986-08-24"
48785,"Pappas","Zhenhua","1986-05-18"
409342,"Unni","Kristian","1986-03-19"
53368,"Laurillard","Kwangho","1986-09-27"
24036,"Falck","Shir","1986-03-23"
219458,"Kobuchi","Vitali","1986-02-02"
245348,"Camarinopoulos","Sigeru","1986-07-04"
100998,"Portugali","Breannda","1986-07-27"
96071,"Trachtenberg","Georgi","1986-11-27"
57006,"Middleton","Dung","1986-11-09"
482837,"Paciorek","Zhigen","1986-06-14"
461167,"Zumaque","Mizuhito","1986-08-11"
401488,"Morris","Terresa","1986-03-20"
430485,"Jarecki","Shigehito","1986-10-02"
253084,"Potthoff","Duro","1986-07-30"
55432,"Eldridge","Bingning","1986-06-06"
250478,"Casley","Shaleah","1986-11-21"
109236,"Schusler","Hausi","1986-04-21"
63639,"Boyle","Freyja","1986-09-16"
222275,"Koprowski","Haldon","1986-10-29"
10662,"Serra","Arto","1986-09-28"
294481,"Brookner","Berry","1986-05-28"
40987,"Sidou","Zeljko","1986-03-15"
452288,"Linares","Fay","1986-10-17"
457116,"Narwekar","Kyoichi","1986-08-02"
78570,"Harbusch","Phuoc","1986-07-21"
282768,"Brickell","Kwangsub","1986-05-17"
85208,"Ghandeharizadeh","Dannz","1986-10-16"
429251,"Zaumen","Quingbo","1986-11-01"
11513,"Mahnke","Otmar","1986-03-27"
466929,"Cochrane","Tadanori","1986-08-21"
204771,"Picaronny","Niclas","1986-11-23"
15943,"Demke","Yakkov","1986-10-18"
488763,"Baja","Naftali","1986-04-10"
268959,"Sgarro","Kazuyasu","1986-05-30"
452908,"Genther","Sreenivas","1986-01-10"
49251,"Shimshoni","Barry","1986-06-23"
262090,"Kinley","Mrinalini","1986-10-24"
39117,"Setia","Lunjin","1986-06-25"
289600,"Camarinopoulos","Yoshinari","1986-03-03"
448581,"Brandsma","Brewster","1986-03-28"
229540,"Landherr","Jahangir","1986-10-02"
203868,"Hanratty","Patricio","1986-11-07"
449961,"Swist","Diederik","1986-07-27"
452888,"Isaac","Vidar","1986-08-30"
21742,"Swan","Munehiko","1986-09-07"
476018,"Warwick","Shichao","1986-04-11"
478088,"Vanwelkenhuysen","Ung","1986-08-04"
219687,"Uhrik","Eckart","1986-08-24"
482838,"Serdy","Ennio","1986-09-28"
220871,"Pietracaprina","Kazuyasu","1986-07-29"
64916,"Hmelo","Mohit","1986-10-01"
70174,"Lundstrom","King","1986-10-28"
267356,"Sury","JoAnne","1986-05-09"
231683,"Diderrich","Gil","1986-07-13"
450704,"Warwick","Kasidit","1986-06-06"
438421,"Pollacia","Danae","1986-04-06"
80774,"Pollacia","Vishv","1986-01-23"
418374,"Mullainathan","Barry","1986-12-24"
15892,"Pettis","Lunjin","1986-09-20"
489073,"Roccetti","Navin","1986-01-17"
19887,"Pluym","Itzchak","1986-05-17"
298366,"Cullers","Lein","1986-09-20"
207289,"Michaels","Jayesh","1986-10-01"
30101,"Olano","Berni","1986-12-23"
16483,"Karlin","Kwangyoen","1986-01-01"
91917,"Luef","Hidekazu","1986-10-10"
432660,"Takanami","Almudena","1986-12-29"
246954,"Nishimukai","Mack","1986-04-01"
66276,"Itzigehl","Brigham","1986-02-20"
45896,"Biran","Mitsuyuki","1986-10-06"
89882,"Murrill","Abdulla","1986-01-30"
79525,"Zaccaria","Saeed","1986-03-07"
299272,"Rodier","Vishv","1986-12-07"
218803,"Koshino","Lihong","1986-08-14"
495926,"Trachtenberg","Constantino","1986-12-22"
402801,"Straney","Atreye","1986-12-18"
88629,"Acton","Mayuko","1986-12-01"
230857,"Siksek","Xuejun","1986-06-11"
288176,"Pauthner","Thanasis","1986-01-27"
269315,"Kleiser","Geoffrey","1986-01-12"
39729,"Awdeh","Fan","1986-06-21"
254835,"Bodoff","Bernardo","1986-04-27"
404784,"Frezza","Udaiprakash","1986-10-10"
450187,"Brodie","Fai","1986-12-27"
242134,"Nitsche","Chrisa","1986-01-10"
446283,"Wursthorn","Shrikanth","1986-04-14"
439451,"Slobodova","Manohar","1986-06-16"
222166,"Anandan","Bluma","1986-11-24"
99585,"Kropp","Khoa","1986-06-29"
20054,"Bail","Gurbir","1986-05-14"
60591,"Benzaken","Gill","1986-06-12"
436659,"Birge","Pintsang","1986-07-06"
36339,"Percebois","Garnet","1986-11-15"
58665,"Marquardt","Mabhin","1986-06-27"
277181,"Benaini","Ziyad","1986-04-24"
207979,"Salvesen","Ibibia","1986-09-01"
39323,"Ratnaker","Zita","1986-06-20"
236528,"Sichman","Kwangho","1986-01-25"
413478,"Kossowski","Martijn","1986-09-21"
407264,"Merkl","Dmitry","1986-11-09"
282512,"Ramsey","Peer","1986-07-23"
476608,"Fritzsche","Qiwen","1986-01-07"
24997,"Bierbaum","Lobel","1986-08-02"
213904,"Kropatsch","Mari","1986-05-06"
12462,"Schmittgen","Zhenhua","1986-12-31"
48736,"Cunliffe","Feixiong","1986-12-04"
440592,"Linares","Kiam","1986-07-22"
411036,"Hofstetter","Florina","1986-01-31"
84541,"Oehlmann","Sandeepan","1986-11-04"
461630,"Schnabel","Pintsang","1986-03-13"
265123,"Binding","Rosalyn","1986-11-04"
403872,"Stanfel","Murthy","1986-09-29"
448567,"Arlazarov","Howell","1986-05-10"
201126,"Kitsuregawa","Jaewoo","1986-10-20"
420277,"Teitelbaum","Jaewon","1986-07-25"
105692,"Marakhovsky","Janche","1986-03-31"
465106,"Kavvadias","Tzvetan","1986-01-24"
455059,"Kulisch","Kish","1986-02-03"
271064,"Candan","Francesca","1986-12-12"
92425,"Rosti","Sanjoy","1986-08-22"
273581,"Stille","Richara","1986-05-21"
434206,"Angelov","Elrique","1986-01-30"
33337,"Demizu","Hairong","1986-05-17"
46189,"Reistad","Yongdong","1986-10-09"
204703,"Spataro","Sreekrishna","1986-09-06"
484935,"Kroft","Garnik","1986-07-04"
11614,"Peha","Moni","1986-03-08"
44335,"Erie","Jinxi","1986-12-30"
210051,"Syang","Alair","1986-08-04"
24750,"Sichman","Gadiel","1986-07-08"
408066,"Puppe","Ziyad","1986-02-01"
486092,"Mitzlaff","Arumugam","1986-05-05"
62373,"Trogemann","Munehiko","1986-06-19"
288081,"Siochi","DAIDA","1986-03-29"
407095,"Emmart","Garnet","1986-04-02"
482583,"Wielonsky","Danil","1986-02-17"
471395,"Eickenmeyer","Rasikan","1986-09-16"
37259,"Tanemo","Gen","1986-06-07"
15598,"Kemmerer","Kristinn","1986-10-07"
229982,"Lieberherr","Ewing","1986-05-06"
448263,"Majewski","Weicheng","1986-10-20"
483172,"Sherertz","Sachin","1986-12-12"
62073,"Edelhoff","Elvis","1986-07-23"
210548,"Speel","IEEE","1986-05-12"
87220,"Kuzuoka","Shay","1986-04-18"
67767,"Demos","Elvis","1986-05-24"
472188,"Jiang","Stabislas","1986-03-15"
487260,"Nyrup","Katsuo","1986-10-13"
416089,"Lamparter","Mack","1986-12-11"
253302,"Merey","Zeydy","1986-06-24"
257853,"Birsak","Kazunori","1986-02-01"
497181,"Katalagarianos","Udaiprakash","1986-10-21"
428435,"Itschner","Parto","1986-09-23"
51541,"Boudaillier","Zito","1986-01-30"
208007,"Back","Bernice","1986-07-19"
14151,"Esposito","Mariangiola","1986-11-30"
456528,"Wendorf","Aemilian","1986-07-09"
15917,"Einsfeld","Jaroslava","1986-03-12"
276802,"Versino","Radhia","1986-04-28"
432804,"McDermid","Bluma","1986-09-19"
86838,"Gecseg","Janche","1986-03-12"
35663,"Bahi","Wilmer","1986-04-14"
243949,"Back","Visit","1986-12-21"
212873,"Gonthier","Fatemeh","1986-01-20"
28139,"Merkl","Theron","1986-08-30"
91099,"Bennis","Bedrich","1986-01-10"
208119,"Azulay","Danny","1986-04-21"
294370,"Kruskal","Aron","1986-07-22"
285488,"Denis","Xinglin","1986-01-25"
481172,"Usery","Jaana","1986-02-06"
202655,"Peng","Marlo","1986-02-22"
491699,"Uhrik","Hauke","1986-07-29"
297403,"Heyers","Jaewoo","1986-07-13"
15034,"Hoogerwoord","Pranas","1986-01-08"
299683,"Stafford","Hugo","1986-03-30"
413255,"Murtafg","Shooichi","1986-05-28"
247518,"Siprelle","Yefim","1986-05-16"
281204,"Azumi","Quingbo","1986-11-04"
79697,"Markovitch","Erzsebet","1986-12-11"
494460,"Jervis","Horward","1986-07-08"
240552,"Bahr","Wonhee","1986-05-26"
25220,"Mullainathan","Shuho","1986-11-18"
15831,"Bridgland","Arno","1986-03-20"
436575,"Olano","Isamu","1986-08-28"
41107,"Simkin","Xiong","1986-02-07"
38260,"Vieri","Torsten","1986-01-06"
245268,"Caine","Billie","1986-08-06"
238055,"Eugenio","Iara","1986-11-17"
92715,"Gecseg","Boaz","1986-09-15"
286928,"Kampfer","Fumitaka","1986-04-08"
38214,"Wegerle","Brewster","1986-03-06"
273480,"Garrabrants","Jianwen","1986-12-10"
264147,"Goldhammer","Stamatina","1986-06-09"
261460,"Sankaranarayanan","Dipankar","1986-07-16"
442252,"Naumovich","Rildo","1986-04-28"
251204,"Kalorkoti","Henk","1986-11-13"
96936,"Mitina","Eishiro","1986-08-10"
215268,"Peternell","Gila","1986-06-16"
249546,"Zyda","Rosalie","1986-03-22"
438657,"Bernatsky","Baziley","1986-07-31"
475140,"Jayawardene","Shigeu","1986-08-22"
80737,"Basart","Younwoo","1986-02-05"
414104,"Wrigley","Honesty","1986-02-11"
101678,"Debuse","Sashi","1986-05-21"
495185,"Siksek","Fei","1986-06-12"
67661,"Copas","Sandeepan","1986-07-26"
441428,"Ranka","Sajjan","1986-03-02"
433840,"Giarratana","Shaw","1986-01-07"
261377,"Monarch","Paris","1986-05-29"
272515,"Krichel","Tadahiko","1986-08-28"
105506,"Pollacia","Marsal","1986-07-07"
413195,"Halloran","Sachin","1986-01-04"
418217,"Kaltofen","Chinho","1986-02-23"
224718,"Felder","Abdelghani","1986-02-10"
492784,"Bahk","Mohammed","1986-01-01"
461633,"Plump","Jongsuk","1986-01-26"
414515,"Reinhard","Nishit","1986-03-08"
90764,"Akiyama","Mingzeng","1986-12-14"
215380,"Poulakidas","Gritta","1986-07-17"
62704,"Koyama","Jiafu","1986-03-17"
234420,"Einsfeld","Shir","1986-02-20"
485019,"Peha","Zsolt","1986-03-04"
88663,"Deville","Adly","1986-11-22"
202789,"Reistad","Souichi","1986-02-25"
470838,"Pews","Siamak","1986-12-30"
451865,"Neiman","Golgen","1986-03-27"
23857,"Frijda","Kristen","1986-05-31"
459576,"Tetzlaff","Adin","1986-02-27"
418774,"Birta","Marko","1986-02-02"
23724,"Reinhard","Tomokazu","1986-02-16"
484271,"Pettey","Hauke","1986-02-15"
15781,"Gomatam","Rafail","1986-08-31"
261846,"Farris","Phuoc","1986-02-07"
490054,"Junet","Youjian","1986-11-27"
100804,"Tomescu","Kish","1986-11-25"
231129,"Cochrane","Saniya","1986-08-12"
451149,"Claffy","Feiyu","1986-07-09"
21994,"Babb","Lech","1986-11-09"
278066,"Valtorta","Khalil","1986-11-18"
13916,"Wynblatt","Vidya","1986-06-06"
218270,"Buescher","Valeska","1986-11-22"
224983,"Makrucki","Deniz","1986-12-19"
458222,"Kavvadias","Djenana","1986-12-24"
256722,"Reeken","Shooichi","1986-12-02"
252018,"Spinelli","Yuguang","1986-10-05"
477389,"Claffy","Abdulah","1986-06-28"
475736,"Casperson","Moheb","1986-12-01"
93712,"Zuberek","Arunachalam","1986-09-06"
215138,"Stentiford","Krassimir","1986-11-24"
461464,"Swift","Sham","1986-04-17"
473418,"Lalonde","Mads","1986-08-14"
79210,"Antonakopoulos","Mansur","1986-09-19"
470188,"Callaway","Parto","1986-05-17"
482671,"Solovay","Mari","1986-08-13"
25626,"Axelband","Mariusz","1986-02-25"
450283,"Melton","Dipankar","1986-10-20"
92031,"Gyorkos","Yuriy","1986-04-13"
86049,"Stavenow","Hilary","1986-07-08"
85477,"Deville","Weiwu","1986-09-19"
10912,"Fasbender","Oscal","1986-04-23"
462583,"Ananiadou","Dinkar","1986-09-20"
204669,"Willoner","Shimshon","1986-11-19"
442230,"Edelhoff","Anestis","1986-05-23"
414484,"Bage","Bernardo","1986-10-05"
296766,"Oxman","Tristan","1986-03-24"
38028,"Driscoll","Martins","1986-02-27"
465753,"Szilard","Alois","1986-07-07"
450274,"Pews","Zhiguo","1986-08-03"
267656,"Baranowski","Mana","1986-07-13"
235835,"Ertl","Suvo","1986-01-21"
17290,"DuCasse","Tsz","1986-10-10"
449838,"Cmelik","Abdelaziz","1986-04-10"
482897,"Ranon","Persi","1986-10-02"
104591,"Lanteri","Rasikan","1986-02-22"
298012,"Beetstra","Sadun","1986-11-06"
270517,"Berztiss","Pranav","1986-08-05"
72207,"Marsiglia","Wuxu","1986-11-21"
17072,"Bala","Richara","1986-12-12"
74576,"Mundy","Sanjiv","1986-03-27"
481698,"Olivero","Marsja","1986-04-12"
273950,"Lorys","Shalesh","1986-04-10"
498014,"Jakobus","Nathalie","1986-04-02"
240809,"Pehl","Mohd","1986-02-06"
105779,"Mersereau","Tokuyasu","1986-05-16"
446887,"Benaini","Pohua","1986-02-27"
51980,"Kabayashi","Feixiong","1986-10-12"
412332,"Basagni","Eirik","1986-01-24"
447977,"Serov","Radhia","1986-07-26"
497773,"Rodham","Jianhui","1986-04-30"
68434,"Buescher","Nimmagadda","1986-09-15"
63954,"Waeselynck","Marek","1986-11-19"
292140,"Munch","Yagil","1986-02-08"
444632,"Reeken","Yefim","1986-05-14"
495811,"Fioravanti","Golgen","1986-08-05"
444497,"Perelgut","Hiroyasu","1986-12-02"
211610,"Rijckaert","Bernardo","1986-08-08"
486909,"Siegrist","Gianluca","1986-10-03"
230992,"Gilg","Weijing","1986-06-06"
229532,"Huxford","Moti","1986-12-31"
54182,"Verhaegen","Debaprosad","1986-04-10"
62709,"Fujisaki","Kersti","1986-08-26"
404633,"Siprelle","Christfried","1986-09-20"
438710,"Jeong","Douadi","1986-09-30"
280955,"Anido","Mona","1986-02-20"
49631,"Furudate","Huan","1986-11-01"
473141,"Herbst","Shahar","1986-11-13"
78996,"Jahnichen","Jaber","1986-09-01"
210333,"Belinskaya","Shim","1986-04-21"
495750,"Attimonelli","Naftali","1986-11-29"
11028,"Krider","Miyeon","1986-06-18"
80034,"Fujisaki","Shaowen","1986-04-09"
467145,"Gluchowski","Guoxiang","1986-01-19"
246072,"Hockney","Hideo","1986-10-22"
58190,"Pargaonkar","Sham","1986-07-03"
245290,"Hofmeyr","Guther","1986-10-13"
63474,"Taneja","Eran","1986-08-25"
467798,"Pramanik","Arno","1986-10-25"
235649,"Serre","Saddek","1986-06-24"
292478,"Coombs","Chaitali","1986-07-15"
436895,"Wursthorn","Bluma","1986-08-01"
408366,"Peha","Ziya","1986-09-04"
39161,"Panangaden","Basim","1986-07-27"
220197,"Makrucki","Roddy","1986-07-13"
205818,"Janocha","Mingsen","1986-02-26"
100603,"Emmart","Douadi","1986-07-24"
443547,"Erdi","Berna","1986-08-12"
444714,"Kadhim","Odoardo","1986-04-14"
470341,"Khasidashvili","Dinah","1986-02-26"
28207,"Ebeling","Sakthirel","1986-09-12"
50899,"Gadepally","Pintsang","1986-03-15"
77775,"Varley","Hsiangchu","1986-02-25"
290961,"Kermarrec","Munehiko","1986-09-15"
77081,"Fritzsche","Rance","1986-06-17"
17133,"Baezner","Arunachalam","1986-03-12"
415838,"Emiris","Tianruo","1986-10-28"
103474,"Decleir","Alagu","1986-06-27"
490343,"Flanders","Yunming","1986-10-12"
203030,"Schade","Mabhin","1986-04-25"
498087,"Sewelson","Masaki","1986-05-18"
473471,"Basawa","Stabislas","1986-01-06"
44583,"McAffer","Becky","1986-08-23"
495895,"Heemskerk","Yuichiro","1986-04-17"
440299,"Polajnar","Weidon","1986-10-14"
277935,"Ghalwash","Bedrich","1986-04-24"
91500,"Kriebel","Bogdan","1986-02-05"
407674,"Erbe","Morrie","1986-07-15"
96459,"Matheson","Bojan","1986-12-02"
107876,"Nergos","Herb","1986-04-27"
67973,"Czaja","Kersti","1986-11-21"
426741,"Swan","Uli","1986-04-08"
262188,"Schneeberger","Qingxiang","1986-04-13"
296333,"Binkley","Udo","1986-05-17"
99858,"Bazelow","Mart","1986-09-13"
58388,"Parveen","Aemilian","1986-06-18"
477267,"Covnot","Feipei","1986-09-16"
81461,"Zedlitz","Vishu","1986-06-14"
470842,"Tempesti","Nahum","1986-11-01"
449624,"Diderrich","Supot","1986-10-06"
487590,"Vecchi","Shakhar","1986-01-26"
36828,"Shumilov","Martial","1986-06-03"
430032,"Gimarc","Mingzeng","1986-12-19"
29588,"Scallan","Arif","1986-07-08"
217360,"Himler","Youjian","1986-01-31"
252966,"Glinert","Moti","1986-12-22"
81263,"Chachaty","Ingemar","1986-09-24"
478748,"Ramalingam","Kauko","1986-09-16"
472888,"DiGiano","Rosine","1986-06-25"
299961,"Kroll","Lokesh","1986-01-21"
254786,"Heusch","Hauke","1986-12-10"
455183,"Highland","Lunjin","1986-02-22"
447289,"Manders","Nathan","1986-09-16"
227391,"Polupanov","Mohamadou","1986-02-06"
215548,"Velardi","Dietrich","1986-08-08"
206053,"Alblas","Tsuneo","1986-05-12"
417607,"Bakhtari","Ebru","1986-02-06"
483204,"Tsukuda","Subhankar","1986-10-07"
453692,"Weedman","Karlis","1986-10-02"
238024,"Highland","Keiichiro","1986-11-24"
296858,"Mellouli","Harngdar","1986-07-03"
489945,"Stellhorn","Udo","1986-10-31"
427062,"Rindone","Sampalli","1986-11-12"
450115,"Hebden","Chinhyun","1986-05-07"
41251,"Glinert","Arne","1986-11-06"
298348,"Perin","Alselm","1986-06-04"
294890,"Suwa","Shrikanth","1986-03-20"
280866,"Hofmeyr","Masadi","1986-03-01"
222329,"Bharadwaj","Ramalingam","1986-01-19"
499200,"Huhdanpaa","Renee","1986-08-16"
446128,"Rajaraman","Filipe","1986-12-20"
42144,"Rathonyi","Vishu","1986-08-20"
212992,"Ferretti","Xiong","1986-01-14"
292183,"Akiyama","Shahar","1986-07-19"
104638,"Matzel","Seongbae","1986-04-28"
44761,"Itzfeldt","Aiichiro","1986-06-29"
10961,"Choobineh","Weiwu","1986-05-14"
406116,"Polupanov","Sailaja","1986-09-27"
448749,"Hasenauer","Utz","1986-09-10"
473415,"Oaver","Kotesh","1986-11-20"
254676,"Silva","Anyuan","1986-08-27"
219848,"Rosch","Thodoros","1986-07-25"
446715,"Perez","Byong","1986-02-17"
220046,"Koshino","Laurentiu","1986-07-24"
76903,"Preusig","Fox","1986-04-04"
91259,"Puppo","Takahiro","1986-06-16"
16708,"Zaumen","Tommaso","1986-11-07"
403027,"Mahnke","Dulce","1986-12-13"
473121,"Hennings","Sushant","1986-09-11"
105495,"Theuretzbacher","Shuji","1986-06-01"
15073,"Murthy","Make","1986-04-30"
54658,"Babu","Huai","1986-02-19"
441494,"Miara","Menkae","1986-03-24"
268235,"Birrer","Horward","1986-10-21"
248667,"Baer","Yakkov","1986-10-03"
66376,"Antonisse","Berhard","1986-10-23"
292629,"Ermel","Berry","1986-07-06"
85685,"Sichman","Kokou","1986-08-20"
463239,"Wilfing","Elgin","1986-07-04"
11675,"Pettit","Slavian","1986-10-07"
235478,"Isaak","Mahmut","1986-06-23"
258437,"Schaar","Sajjan","1986-10-11"
284531,"Shumilov","Masadi","1986-04-09"
238964,"Baca","Zorica","1986-07-04"
97091,"Frijda","Juichirou","1986-06-30"
437179,"Matzke","Neelam","1986-07-07"
429607,"Back","Mari","1986-06-04"
102462,"Gecsei","Munehiko","1986-04-06"
86869,"Birsak","Arunas","1986-02-06"
437466,"Flasterstein","Geoff","1986-09-05"
64365,"Ertl","Tadanori","1986-11-19"
10297,"Oaver","Narain","1986-05-28"
97782,"Openshaw","Taiji","1986-07-15"
486738,"Dulay","Sasan","1986-08-14"
90451,"Garnier","Guther","1986-04-20"
299895,"Cherinka","Perla","1986-03-26"
35032,"Ginesta","Fox","1986-12-19"
225013,"Morrin","Aleksandar","1986-05-06"
448666,"Stanfel","Freyja","1986-12-26"
288477,"Siepmann","Satyanarayana","1986-10-25"
64344,"Karnin","Hyuncheol","1986-10-31"
291774,"Marchesini","Domenick","1986-10-24"
21775,"Morrow","Ramalingam","1986-12-21"
212193,"Sadowski","Kendra","1986-02-11"
495415,"Lammel","Tadanori","1986-01-08"
479180,"Merlo","Adib","1986-01-08"
437279,"Botman","Zsolt","1986-06-23"
459525,"Coullard","Udaiprakash","1986-04-07"
98616,"Honglei","Jaewon","1986-09-03"
240086,"Tasistro","Demos","1986-06-01"
211272,"Polajnar","Adamantios","1986-12-09"
239179,"Panangaden","Kaijung","1986-08-30"
492272,"Lupu","Aiichiro","1986-11-25"
94036,"Terlouw","Georg","1986-11-01"
475981,"Wilfing","Phule","1986-07-26"
11093,"Kitai","Licheng","1986-02-17"
35596,"Sluis","Dmitri","1986-11-12"
428156,"Dolinsky","Salvador","1986-10-07"
228990,"Reeken","Arup","1986-10-11"
444500,"Fendler","Remzi","1986-01-05"
207485,"Fortenbacher","Muzhong","1986-01-20"
27120,"Kleiser","Yoshinari","1986-08-29"
265169,"Muchinsky","Kazuyasu","1986-05-16"
425406,"Papadias","Aemilian","1986-01-23"
427792,"Acton","Huiqun","1986-07-25"
42283,"Chinal","Shen","1986-02-02"
454376,"Rosaz","Fabrizio","1986-08-19"
29821,"Erman","Doowon","1986-03-13"
294371,"Douceur","Marla","1986-02-16"
429422,"Janetzko","Odinaldo","1986-08-12"
226212,"Peng","Charmane","1986-10-15"
280315,"Angelopoulos","Ravishankar","1986-10-18"
78928,"Magliocco","Shiv","1986-07-30"
431339,"Iisaka","Pramod","1986-10-25"
476283,"Unno","Mooi","1986-07-12"
240445,"Kusakari","Henk","1986-07-26"
44927,"Yoshizawa","Cathie","1986-11-15"
205155,"Merli","Kazuhiko","1986-08-18"
435538,"Barreiro","Tzu","1986-12-19"
108641,"Schueller","Atreye","1986-02-13"
10081,"Rosen","Zhongwei","1986-10-30"
239806,"Kadhim","Byong","1986-02-09"
80827,"Chinin","Zijian","1986-09-05"
41305,"Kumaresan","Stamatina","1986-11-19"
238833,"Schoegge","Leaf","1986-09-16"
53551,"Ranai","Jolita","1986-10-23"
35470,"Ranai","Satoru","1986-11-01"
249975,"Lichtner","Fox","1986-11-01"
24588,"Kranzdorf","Huiqun","1986-01-07"
415285,"Suri","Tayeb","1986-10-31"
90615,"Stafford","Khedija","1986-09-02"
51403,"Suri","Mahmut","1986-07-09"
427268,"Peng","Xiaopeng","1986-12-05"
35071,"Usdin","Sajjad","1986-08-11"
21299,"Navazio","Tamiya","1986-01-12"
290588,"Baby","Phuoc","1986-04-14"
445838,"Benner","Jouko","1986-10-28"
107219,"Zyda","Kasidit","1986-12-27"
87883,"Cummings","Qingxiang","1986-02-26"
222735,"Tagansky","Tesuro","1986-01-30"
469257,"Gomatam","Gino","1986-12-05"
462735,"Deyuan","Venkatesan","1986-11-29"
249313,"Stranks","Utz","1986-02-08"
25289,"Kavanagh","Koichi","1986-03-01"
438670,"Sigstam","Toshimi","1986-04-25"
211080,"Murtagh","Elliott","1986-08-11"
460428,"Cooman","Abdulla","1986-07-07"
290243,"Jumpertz","Rafail","1986-05-28"
15238,"Vandervoorde","Arunas","1986-06-12"
43605,"Rodite","Boalin","1986-08-19"
25980,"Vanwelkenhuysen","Otilia","1986-12-31"
288771,"Picco","Vishv","1986-06-10"
41410,"Munch","Kwangho","1986-05-06"
230426,"Riesenhuber","Make","1986-10-20"
493416,"Kopetz","Marco","1986-08-12"
494373,"Minakawa","Ravishankar","1986-06-12"
273138,"Rebaine","Mizuhito","1986-01-19"
270199,"Roohalamini","Shaunak","1986-03-09"
475327,"Sommer","Arve","1986-07-17"
79801,"Muniz","Sandeepan","1986-03-02"
406870,"Clemencon","Baocai","1986-11-08"
420509,"Mahmud","Dzung","1986-05-21"
53798,"Provine","Rayond","1986-05-18"
39703,"Zaiane","Mabry","1986-06-24"
278528,"Rando","Maya","1986-02-24"
430789,"Antonakopoulos","Nathan","1986-11-27"
210005,"Shackell","Tetsurou","1986-05-28"
274318,"Benzmuller","Utpal","1986-03-24"
435843,"Gammage","Fei","1986-10-13"
480908,"Stassinopoulos","Arnould","1986-10-27"
418642,"DeMori","Hatsukazu","1986-02-16"
101153,"Gill","Manohar","1986-07-24"
101393,"Lukaszewicz","Mountaz","1986-02-11"
465452,"Lortz","Kazuhiko","1986-11-24"
261516,"Ravishankar","Kitty","1986-03-17"
75544,"Gonthier","Zhongwei","1986-06-22"
43644,"Syrzycki","Lech","1986-04-23"
298312,"Montresor","Troy","1986-06-24"
267941,"Ullian","Selwyn","1986-10-31"
206151,"Binding","Visit","1986-07-27"
270313,"Swift","Vidya","1986-01-13"
106371,"Ratzlaff","DAIDA","1986-10-05"
418434,"Vasanthakumar","Toshimo","1986-07-21"
434262,"Peir","Kerryn","1986-11-18"
238244,"Rosca","Richara","1986-04-11"
268332,"Bottner","Oddvar","1986-02-13"
215619,"Iwayama","Berry","1986-07-19"
66288,"Gire","Pramod","1986-08-11"
15280,"Heuter","Takushi","1986-03-26"
210269,"Hitomi","Huan","1986-11-20"
44928,"Giveon","Radhika","1986-02-24"
474736,"Hebden","Aran","1986-06-21"
95125,"Jiang","Lucien","1986-07-26"
220820,"Lowrie","Udo","1986-11-07"
477557,"Plessier","Amalendu","1986-10-22"
434871,"Ramaiah","Debatosh","1986-02-04"
